Created from SDDS file: BYBL_Ramp.param
No description	
No description	

Table 1
ElementName	ElementParameter	ParameterValue	ElementType	ElementOccurence	ElementGroup	
BDMAG	ISR1PART	1	CSBEND	8	""	
BDMAG	SQRT_ORDER	0	CSBEND	8	""	
BDMAG	USE_RAD_DIST	0	CSBEND	8	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	8	""	
APERTURE	L	0	ECOL	30	""	
APERTURE	X_MAX	0.02	ECOL	30	""	
APERTURE	Y_MAX	0.012	ECOL	30	""	
APERTURE	DX	0	ECOL	30	""	
APERTURE	DY	0	ECOL	30	""	
APERTURE	EXPONENT	2	ECOL	30	""	
DB	L	0.4	DRIF	2	""	
DB	ORDER	0	DRIF	2	""	
QF	L	0.3	QUAD	2	""	
QF	K1	1.95	QUAD	2	""	
QF	TILT	0	QUAD	2	""	
QF	FFRINGE	0	QUAD	2	""	
QF	DX	0	QUAD	2	""	
QF	DY	0	QUAD	2	""	
QF	DZ	0	QUAD	2	""	
QF	FSE	0	QUAD	2	""	
QF	HKICK	0	QUAD	2	""	
QF	VKICK	0	QUAD	2	""	
QF	HCALIBRATION	1	QUAD	2	""	
QF	VCALIBRATION	1	QUAD	2	""	
QF	HSTEERING	0	QUAD	2	""	
QF	VSTEERING	0	QUAD	2	""	
QF	ORDER	0	QUAD	2	""	
DEX	L	1	DRIF	2	""	
DEX	ORDER	0	DRIF	2	""	
BY	L	1e-006	VKICK	4	""	
BY	KICK	1e-009	VKICK	4	""	
BY	TILT	0	VKICK	4	""	
BY	B2	0	VKICK	4	""	
BY	CALIBRATION	1	VKICK	4	""	
BY	EDGE_EFFECTS	0	VKICK	4	""	
BY	ORDER	0	VKICK	4	""	
BY	STEERING	1	VKICK	4	""	
DA	L	3.31	DRIF	2	""	
DA	ORDER	0	DRIF	2	""	
MK2	DX	0	MARK	1	""	
MK2	DY	0	MARK	1	""	
MK2	FITPOINT	0	MARK	1	""	
MK1	DX	0	MARK	2	""	
MK1	DY	0	MARK	2	""	
MK1	FITPOINT	0	MARK	2	""	
DA	L	3.31	DRIF	3	""	
DA	ORDER	0	DRIF	3	""	
MON	L	1e-006	MONI	7	""	
MON	DX	0	MONI	7	""	
MON	DY	0	MONI	7	""	
MON	WEIGHT	1	MONI	7	""	
MON	TILT	0	MONI	7	""	
MON	XCALIBRATION	1	MONI	7	""	
MON	YCALIBRATION	1	MONI	7	""	
MON	ORDER	0	MONI	7	""	
MON	CO_FITPOINT	0	MONI	7	""	
BX	L	1e-006	HKICK	6	""	
BX	KICK	1e-009	HKICK	6	""	
BX	TILT	0	HKICK	6	""	
BX	B2	0	HKICK	6	""	
BX	CALIBRATION	1	HKICK	6	""	
BX	EDGE_EFFECTS	0	HKICK	6	""	
BX	ORDER	0	HKICK	6	""	
BX	STEERING	1	HKICK	6	""	
BY	L	1e-006	VKICK	5	""	
BY	KICK	1e-009	VKICK	5	""	
BY	TILT	0	VKICK	5	""	
BY	B2	0	VKICK	5	""	
BY	CALIBRATION	1	VKICK	5	""	
BY	EDGE_EFFECTS	0	VKICK	5	""	
BY	ORDER	0	VKICK	5	""	
BY	STEERING	1	VKICK	5	""	
DEX	L	1	DRIF	3	""	
DEX	ORDER	0	DRIF	3	""	
QF	L	0.3	QUAD	3	""	
QF	K1	1.95	QUAD	3	""	
QF	TILT	0	QUAD	3	""	
QF	FFRINGE	0	QUAD	3	""	
QF	DX	0	QUAD	3	""	
QF	DY	0	QUAD	3	""	
QF	DZ	0	QUAD	3	""	
QF	FSE	0	QUAD	3	""	
QF	HKICK	0	QUAD	3	""	
QF	VKICK	0	QUAD	3	""	
QF	HCALIBRATION	1	QUAD	3	""	
QF	VCALIBRATION	1	QUAD	3	""	
QF	HSTEERING	0	QUAD	3	""	
QF	VSTEERING	0	QUAD	3	""	
QF	ORDER	0	QUAD	3	""	
DB	L	0.4	DRIF	3	""	
DB	ORDER	0	DRIF	3	""	
APERTURE	L	0	ECOL	31	""	
APERTURE	X_MAX	0.02	ECOL	31	""	
APERTURE	Y_MAX	0.012	ECOL	31	""	
APERTURE	DX	0	ECOL	31	""	
APERTURE	DY	0	ECOL	31	""	
APERTURE	EXPONENT	2	ECOL	31	""	
BDMAG	L	1.3	CSBEND	9	""	
BDMAG	ANGLE	0.146452	CSBEND	9	""	
BDMAG	K1	-0.555089	CSBEND	9	""	
BDMAG	K2	-4.1	CSBEND	9	""	
BDMAG	K3	0	CSBEND	9	""	
BDMAG	K4	0	CSBEND	9	""	
BDMAG	K5	0	CSBEND	9	""	
BDMAG	K6	0	CSBEND	9	""	
BDMAG	K7	0	CSBEND	9	""	
BDMAG	K8	0	CSBEND	9	""	
BDMAG	E1	0.073226	CSBEND	9	""	
BDMAG	E2	0.073226	CSBEND	9	""	
BDMAG	TILT	0	CSBEND	9	""	
BDMAG	H1	0	CSBEND	9	""	
BDMAG	H2	0	CSBEND	9	""	
BDMAG	HGAP	0	CSBEND	9	""	
BDMAG	FINT	0.5	CSBEND	9	""	
BDMAG	DX	0	CSBEND	9	""	
BDMAG	DY	0	CSBEND	9	""	
BDMAG	DZ	0	CSBEND	9	""	
BDMAG	FSE	0	CSBEND	9	""	
BDMAG	ETILT	0	CSBEND	9	""	
BDMAG	N_KICKS	25	CSBEND	9	""	
BDMAG	NONLINEAR	1	CSBEND	9	""	
BDMAG	SYNCH_RAD	1	CSBEND	9	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	9	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	9	""	
BDMAG	EDGE_ORDER	1	CSBEND	9	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	9	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	9	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	9	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	9	""	
BDMAG	USE_BN	0	CSBEND	9	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	9	""	
BDMAG	B1	0	CSBEND	9	""	
BDMAG	B2	0	CSBEND	9	""	
BDMAG	B3	0	CSBEND	9	""	
BDMAG	B4	0	CSBEND	9	""	
BDMAG	B5	0	CSBEND	9	""	
BDMAG	B6	0	CSBEND	9	""	
BDMAG	B7	0	CSBEND	9	""	
BDMAG	B8	0	CSBEND	9	""	
BDMAG	ISR	1	CSBEND	9	""	
BDMAG	ISR1PART	1	CSBEND	9	""	
BDMAG	SQRT_ORDER	0	CSBEND	9	""	
BDMAG	USE_RAD_DIST	0	CSBEND	9	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	9	""	
APERTURE	L	0	ECOL	32	""	
APERTURE	X_MAX	0.02	ECOL	32	""	
APERTURE	Y_MAX	0.012	ECOL	32	""	
APERTURE	DX	0	ECOL	32	""	
APERTURE	DY	0	ECOL	32	""	
APERTURE	EXPONENT	2	ECOL	32	""	
DC	L	0.75	DRIF	3	""	
DC	ORDER	0	DRIF	3	""	
QG	L	0.2	QUAD	3	""	
QG	K1	1.43305	QUAD	3	""	
QG	TILT	0	QUAD	3	""	
QG	FFRINGE	0	QUAD	3	""	
QG	DX	0	QUAD	3	""	
QG	DY	0	QUAD	3	""	
QG	DZ	0	QUAD	3	""	
QG	FSE	0	QUAD	3	""	
QG	HKICK	0	QUAD	3	""	
QG	VKICK	0	QUAD	3	""	
QG	HCALIBRATION	1	QUAD	3	""	
QG	VCALIBRATION	1	QUAD	3	""	
QG	HSTEERING	0	QUAD	3	""	
QG	VSTEERING	0	QUAD	3	""	
QG	ORDER	0	QUAD	3	""	
DG	L	0.61	DRIF	3	""	
DG	ORDER	0	DRIF	3	""	
QD	L	0.2	QUAD	3	""	
QD	K1	-1.35966	QUAD	3	""	
QD	TILT	0	QUAD	3	""	
QD	FFRINGE	0	QUAD	3	""	
QD	DX	0	QUAD	3	""	
QD	DY	0	QUAD	3	""	
QD	DZ	0	QUAD	3	""	
QD	FSE	0	QUAD	3	""	
QD	HKICK	0	QUAD	3	""	
QD	VKICK	0	QUAD	3	""	
QD	HCALIBRATION	1	QUAD	3	""	
QD	VCALIBRATION	1	QUAD	3	""	
QD	HSTEERING	0	QUAD	3	""	
QD	VSTEERING	0	QUAD	3	""	
QD	ORDER	0	QUAD	3	""	
DD	L	0.25	DRIF	3	""	
DD	ORDER	0	DRIF	3	""	
APERTURE	L	0	ECOL	33	""	
APERTURE	X_MAX	0.02	ECOL	33	""	
APERTURE	Y_MAX	0.012	ECOL	33	""	
APERTURE	DX	0	ECOL	33	""	
APERTURE	DY	0	ECOL	33	""	
APERTURE	EXPONENT	2	ECOL	33	""	
BFMAG	L	1.24	CSBEND	8	""	
BFMAG	ANGLE	0.0570255	CSBEND	8	""	
BFMAG	K1	0.82	CSBEND	8	""	
BFMAG	K2	3.5	CSBEND	8	""	
BFMAG	K3	0	CSBEND	8	""	
BFMAG	K4	0	CSBEND	8	""	
BFMAG	K5	0	CSBEND	8	""	
BFMAG	K6	0	CSBEND	8	""	
BFMAG	K7	0	CSBEND	8	""	
BFMAG	K8	0	CSBEND	8	""	
BFMAG	E1	0.028513	CSBEND	8	""	
BFMAG	E2	0.028513	CSBEND	8	""	
BFMAG	TILT	0	CSBEND	8	""	
BFMAG	H1	0	CSBEND	8	""	
BFMAG	H2	0	CSBEND	8	""	
BFMAG	HGAP	0	CSBEND	8	""	
BFMAG	FINT	0.5	CSBEND	8	""	
BFMAG	DX	0	CSBEND	8	""	
BFMAG	DY	0	CSBEND	8	""	
BFMAG	DZ	0	CSBEND	8	""	
BFMAG	FSE	0	CSBEND	8	""	
BFMAG	ETILT	0	CSBEND	8	""	
BFMAG	N_KICKS	25	CSBEND	8	""	
BFMAG	NONLINEAR	1	CSBEND	8	""	
BFMAG	SYNCH_RAD	1	CSBEND	8	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	8	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	8	""	
BFMAG	EDGE_ORDER	1	CSBEND	8	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	8	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	8	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	8	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	8	""	
BFMAG	USE_BN	0	CSBEND	8	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	8	""	
BFMAG	B1	0	CSBEND	8	""	
BFMAG	B2	0	CSBEND	8	""	
BFMAG	B3	0	CSBEND	8	""	
BFMAG	B4	0	CSBEND	8	""	
BFMAG	B5	0	CSBEND	8	""	
BFMAG	B6	0	CSBEND	8	""	
BFMAG	B7	0	CSBEND	8	""	
BFMAG	B8	0	CSBEND	8	""	
BFMAG	ISR	1	CSBEND	8	""	
BFMAG	ISR1PART	1	CSBEND	8	""	
BFMAG	SQRT_ORDER	0	CSBEND	8	""	
BFMAG	USE_RAD_DIST	0	CSBEND	8	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	8	""	
APERTURE	L	0	ECOL	34	""	
APERTURE	X_MAX	0.02	ECOL	34	""	
APERTURE	Y_MAX	0.012	ECOL	34	""	
APERTURE	DX	0	ECOL	34	""	
APERTURE	DY	0	ECOL	34	""	
APERTURE	EXPONENT	2	ECOL	34	""	
DE	L	0.53	DRIF	3	""	
DE	ORDER	0	DRIF	3	""	
BX	L	1e-006	HKICK	7	""	
BX	KICK	1e-009	HKICK	7	""	
BX	TILT	0	HKICK	7	""	
BX	B2	0	HKICK	7	""	
BX	CALIBRATION	1	HKICK	7	""	
BX	EDGE_EFFECTS	0	HKICK	7	""	
BX	ORDER	0	HKICK	7	""	
BX	STEERING	1	HKICK	7	""	
APERTURE	L	0	ECOL	35	""	
APERTURE	X_MAX	0.02	ECOL	35	""	
APERTURE	Y_MAX	0.012	ECOL	35	""	
APERTURE	DX	0	ECOL	35	""	
APERTURE	DY	0	ECOL	35	""	
APERTURE	EXPONENT	2	ECOL	35	""	
BDMAG	L	1.3	CSBEND	10	""	
BDMAG	ANGLE	0.146452	CSBEND	10	""	
BDMAG	K1	-0.555089	CSBEND	10	""	
BDMAG	K2	-4.1	CSBEND	10	""	
BDMAG	K3	0	CSBEND	10	""	
BDMAG	K4	0	CSBEND	10	""	
BDMAG	K5	0	CSBEND	10	""	
BDMAG	K6	0	CSBEND	10	""	
BDMAG	K7	0	CSBEND	10	""	
BDMAG	K8	0	CSBEND	10	""	
BDMAG	E1	0.073226	CSBEND	10	""	
BDMAG	E2	0.073226	CSBEND	10	""	
BDMAG	TILT	0	CSBEND	10	""	
BDMAG	H1	0	CSBEND	10	""	
BDMAG	H2	0	CSBEND	10	""	
BDMAG	HGAP	0	CSBEND	10	""	
BDMAG	FINT	0.5	CSBEND	10	""	
BDMAG	DX	0	CSBEND	10	""	
BDMAG	DY	0	CSBEND	10	""	
BDMAG	DZ	0	CSBEND	10	""	
BDMAG	FSE	0	CSBEND	10	""	
BDMAG	ETILT	0	CSBEND	10	""	
BDMAG	N_KICKS	25	CSBEND	10	""	
BDMAG	NONLINEAR	1	CSBEND	10	""	
BDMAG	SYNCH_RAD	1	CSBEND	10	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	10	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	10	""	
BDMAG	EDGE_ORDER	1	CSBEND	10	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	10	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	10	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	10	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	10	""	
BDMAG	USE_BN	0	CSBEND	10	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	10	""	
BDMAG	B1	0	CSBEND	10	""	
BDMAG	B2	0	CSBEND	10	""	
BDMAG	B3	0	CSBEND	10	""	
BDMAG	B4	0	CSBEND	10	""	
BDMAG	B5	0	CSBEND	10	""	
BDMAG	B6	0	CSBEND	10	""	
BDMAG	B7	0	CSBEND	10	""	
BDMAG	B8	0	CSBEND	10	""	
BDMAG	ISR	1	CSBEND	10	""	
BDMAG	ISR1PART	1	CSBEND	10	""	
BDMAG	SQRT_ORDER	0	CSBEND	10	""	
BDMAG	USE_RAD_DIST	0	CSBEND	10	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	10	""	
APERTURE	L	0	ECOL	36	""	
APERTURE	X_MAX	0.02	ECOL	36	""	
APERTURE	Y_MAX	0.012	ECOL	36	""	
APERTURE	DX	0	ECOL	36	""	
APERTURE	DY	0	ECOL	36	""	
APERTURE	EXPONENT	2	ECOL	36	""	
MON	L	1e-006	MONI	8	""	
MON	DX	0	MONI	8	""	
MON	DY	0	MONI	8	""	
MON	WEIGHT	1	MONI	8	""	
MON	TILT	0	MONI	8	""	
MON	XCALIBRATION	1	MONI	8	""	
MON	YCALIBRATION	1	MONI	8	""	
MON	ORDER	0	MONI	8	""	
MON	CO_FITPOINT	0	MONI	8	""	
DSE	L	0.225	DRIF	9	""	
DSE	ORDER	0	DRIF	9	""	
SF	L	0.15	SEXT	3	""	
SF	K2	0	SEXT	3	""	
SF	TILT	0	SEXT	3	""	
SF	DX	0	SEXT	3	""	
SF	DY	0	SEXT	3	""	
SF	DZ	0	SEXT	3	""	
SF	FSE	0	SEXT	3	""	
SF	ORDER	0	SEXT	3	""	
DSE	L	0.225	DRIF	10	""	
DSE	ORDER	0	DRIF	10	""	
APERTURE	L	0	ECOL	37	""	
APERTURE	X_MAX	0.02	ECOL	37	""	
APERTURE	Y_MAX	0.012	ECOL	37	""	
APERTURE	DX	0	ECOL	37	""	
APERTURE	DY	0	ECOL	37	""	
APERTURE	EXPONENT	2	ECOL	37	""	
BFMAG	L	1.24	CSBEND	9	""	
BFMAG	ANGLE	0.0570255	CSBEND	9	""	
BFMAG	K1	0.82	CSBEND	9	""	
BFMAG	K2	3.5	CSBEND	9	""	
BFMAG	K3	0	CSBEND	9	""	
BFMAG	K4	0	CSBEND	9	""	
BFMAG	K5	0	CSBEND	9	""	
BFMAG	K6	0	CSBEND	9	""	
BFMAG	K7	0	CSBEND	9	""	
BFMAG	K8	0	CSBEND	9	""	
BFMAG	E1	0.028513	CSBEND	9	""	
BFMAG	E2	0.028513	CSBEND	9	""	
BFMAG	TILT	0	CSBEND	9	""	
BFMAG	H1	0	CSBEND	9	""	
BFMAG	H2	0	CSBEND	9	""	
BFMAG	HGAP	0	CSBEND	9	""	
BFMAG	FINT	0.5	CSBEND	9	""	
BFMAG	DX	0	CSBEND	9	""	
BFMAG	DY	0	CSBEND	9	""	
BFMAG	DZ	0	CSBEND	9	""	
BFMAG	FSE	0	CSBEND	9	""	
BFMAG	ETILT	0	CSBEND	9	""	
BFMAG	N_KICKS	25	CSBEND	9	""	
BFMAG	NONLINEAR	1	CSBEND	9	""	
BFMAG	SYNCH_RAD	1	CSBEND	9	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	9	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	9	""	
BFMAG	EDGE_ORDER	1	CSBEND	9	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	9	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	9	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	9	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	9	""	
BFMAG	USE_BN	0	CSBEND	9	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	9	""	
BFMAG	B1	0	CSBEND	9	""	
BFMAG	B2	0	CSBEND	9	""	
BFMAG	B3	0	CSBEND	9	""	
BFMAG	B4	0	CSBEND	9	""	
BFMAG	B5	0	CSBEND	9	""	
BFMAG	B6	0	CSBEND	9	""	
BFMAG	B7	0	CSBEND	9	""	
BFMAG	B8	0	CSBEND	9	""	
BFMAG	ISR	1	CSBEND	9	""	
BFMAG	ISR1PART	1	CSBEND	9	""	
BFMAG	SQRT_ORDER	0	CSBEND	9	""	
BFMAG	USE_RAD_DIST	0	CSBEND	9	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	9	""	
APERTURE	L	0	ECOL	38	""	
APERTURE	X_MAX	0.02	ECOL	38	""	
APERTURE	Y_MAX	0.012	ECOL	38	""	
APERTURE	DX	0	ECOL	38	""	
APERTURE	DY	0	ECOL	38	""	
APERTURE	EXPONENT	2	ECOL	38	""	
D2A	L	0.25	DRIF	9	""	
D2A	ORDER	0	DRIF	9	""	
BX	L	1e-006	HKICK	8	""	
BX	KICK	1e-009	HKICK	8	""	
BX	TILT	0	HKICK	8	""	
BX	B2	0	HKICK	8	""	
BX	CALIBRATION	1	HKICK	8	""	
BX	EDGE_EFFECTS	0	HKICK	8	""	
BX	ORDER	0	HKICK	8	""	
BX	STEERING	1	HKICK	8	""	
D2A	L	0.25	DRIF	10	""	
D2A	ORDER	0	DRIF	10	""	
APERTURE	L	0	ECOL	39	""	
APERTURE	X_MAX	0.02	ECOL	39	""	
APERTURE	Y_MAX	0.012	ECOL	39	""	
APERTURE	DX	0	ECOL	39	""	
APERTURE	DY	0	ECOL	39	""	
APERTURE	EXPONENT	2	ECOL	39	""	
BDMAG	L	1.3	CSBEND	11	""	
BDMAG	ANGLE	0.146452	CSBEND	11	""	
BDMAG	K1	-0.555089	CSBEND	11	""	
BDMAG	K2	-4.1	CSBEND	11	""	
BDMAG	K3	0	CSBEND	11	""	
BDMAG	K4	0	CSBEND	11	""	
BDMAG	K5	0	CSBEND	11	""	
BDMAG	K6	0	CSBEND	11	""	
BDMAG	K7	0	CSBEND	11	""	
BDMAG	K8	0	CSBEND	11	""	
BDMAG	E1	0.073226	CSBEND	11	""	
BDMAG	E2	0.073226	CSBEND	11	""	
BDMAG	TILT	0	CSBEND	11	""	
BDMAG	H1	0	CSBEND	11	""	
BDMAG	H2	0	CSBEND	11	""	
BDMAG	HGAP	0	CSBEND	11	""	
BDMAG	FINT	0.5	CSBEND	11	""	
BDMAG	DX	0	CSBEND	11	""	
BDMAG	DY	0	CSBEND	11	""	
BDMAG	DZ	0	CSBEND	11	""	
BDMAG	FSE	0	CSBEND	11	""	
BDMAG	ETILT	0	CSBEND	11	""	
BDMAG	N_KICKS	25	CSBEND	11	""	
BDMAG	NONLINEAR	1	CSBEND	11	""	
BDMAG	SYNCH_RAD	1	CSBEND	11	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	11	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	11	""	
BDMAG	EDGE_ORDER	1	CSBEND	11	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	11	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	11	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	11	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	11	""	
BDMAG	USE_BN	0	CSBEND	11	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	11	""	
BDMAG	B1	0	CSBEND	11	""	
BDMAG	B2	0	CSBEND	11	""	
BDMAG	B3	0	CSBEND	11	""	
BDMAG	B4	0	CSBEND	11	""	
BDMAG	B5	0	CSBEND	11	""	
BDMAG	B6	0	CSBEND	11	""	
BDMAG	B7	0	CSBEND	11	""	
BDMAG	B8	0	CSBEND	11	""	
BDMAG	ISR	1	CSBEND	11	""	
BDMAG	ISR1PART	1	CSBEND	11	""	
BDMAG	SQRT_ORDER	0	CSBEND	11	""	
BDMAG	USE_RAD_DIST	0	CSBEND	11	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	11	""	
APERTURE	L	0	ECOL	40	""	
APERTURE	X_MAX	0.02	ECOL	40	""	
APERTURE	Y_MAX	0.012	ECOL	40	""	
APERTURE	DX	0	ECOL	40	""	
APERTURE	DY	0	ECOL	40	""	
APERTURE	EXPONENT	2	ECOL	40	""	
MON	L	1e-006	MONI	9	""	
MON	DX	0	MONI	9	""	
MON	DY	0	MONI	9	""	
MON	WEIGHT	1	MONI	9	""	
MON	TILT	0	MONI	9	""	
MON	XCALIBRATION	1	MONI	9	""	
MON	YCALIBRATION	1	MONI	9	""	
MON	ORDER	0	MONI	9	""	
MON	CO_FITPOINT	0	MONI	9	""	
DSE	L	0.225	DRIF	11	""	
DSE	ORDER	0	DRIF	11	""	
SD	L	0.15	SEXT	3	""	
SD	K2	-0	SEXT	3	""	
SD	TILT	0	SEXT	3	""	
SD	DX	0	SEXT	3	""	
SD	DY	0	SEXT	3	""	
SD	DZ	0	SEXT	3	""	
SD	FSE	0	SEXT	3	""	
SD	ORDER	0	SEXT	3	""	
DSE	L	0.225	DRIF	12	""	
DSE	ORDER	0	DRIF	12	""	
APERTURE	L	0	ECOL	41	""	
APERTURE	X_MAX	0.02	ECOL	41	""	
APERTURE	Y_MAX	0.012	ECOL	41	""	
APERTURE	DX	0	ECOL	41	""	
APERTURE	DY	0	ECOL	41	""	
APERTURE	EXPONENT	2	ECOL	41	""	
BFMAG	L	1.24	CSBEND	10	""	
BFMAG	ANGLE	0.0570255	CSBEND	10	""	
BFMAG	K1	0.82	CSBEND	10	""	
BFMAG	K2	3.5	CSBEND	10	""	
BFMAG	K3	0	CSBEND	10	""	
BFMAG	K4	0	CSBEND	10	""	
BFMAG	K5	0	CSBEND	10	""	
BFMAG	K6	0	CSBEND	10	""	
BFMAG	K7	0	CSBEND	10	""	
BFMAG	K8	0	CSBEND	10	""	
BFMAG	E1	0.028513	CSBEND	10	""	
BFMAG	E2	0.028513	CSBEND	10	""	
BFMAG	TILT	0	CSBEND	10	""	
BFMAG	H1	0	CSBEND	10	""	
BFMAG	H2	0	CSBEND	10	""	
BFMAG	HGAP	0	CSBEND	10	""	
BFMAG	FINT	0.5	CSBEND	10	""	
BFMAG	DX	0	CSBEND	10	""	
BFMAG	DY	0	CSBEND	10	""	
BFMAG	DZ	0	CSBEND	10	""	
BFMAG	FSE	0	CSBEND	10	""	
BFMAG	ETILT	0	CSBEND	10	""	
BFMAG	N_KICKS	25	CSBEND	10	""	
BFMAG	NONLINEAR	1	CSBEND	10	""	
BFMAG	SYNCH_RAD	1	CSBEND	10	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	10	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	10	""	
BFMAG	EDGE_ORDER	1	CSBEND	10	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	10	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	10	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	10	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	10	""	
BFMAG	USE_BN	0	CSBEND	10	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	10	""	
BFMAG	B1	0	CSBEND	10	""	
BFMAG	B2	0	CSBEND	10	""	
BFMAG	B3	0	CSBEND	10	""	
BFMAG	B4	0	CSBEND	10	""	
BFMAG	B5	0	CSBEND	10	""	
BFMAG	B6	0	CSBEND	10	""	
BFMAG	B7	0	CSBEND	10	""	
BFMAG	B8	0	CSBEND	10	""	
BFMAG	ISR	1	CSBEND	10	""	
BFMAG	ISR1PART	1	CSBEND	10	""	
BFMAG	SQRT_ORDER	0	CSBEND	10	""	
BFMAG	USE_RAD_DIST	0	CSBEND	10	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	10	""	
APERTURE	L	0	ECOL	42	""	
APERTURE	X_MAX	0.02	ECOL	42	""	
APERTURE	Y_MAX	0.012	ECOL	42	""	
APERTURE	DX	0	ECOL	42	""	
APERTURE	DY	0	ECOL	42	""	
APERTURE	EXPONENT	2	ECOL	42	""	
D2A	L	0.25	DRIF	11	""	
D2A	ORDER	0	DRIF	11	""	
BY	L	1e-006	VKICK	6	""	
BY	KICK	1e-009	VKICK	6	""	
BY	TILT	0	VKICK	6	""	
BY	B2	0	VKICK	6	""	
BY	CALIBRATION	1	VKICK	6	""	
BY	EDGE_EFFECTS	0	VKICK	6	""	
BY	ORDER	0	VKICK	6	""	
BY	STEERING	1	VKICK	6	""	
D2A	L	0.25	DRIF	12	""	
D2A	ORDER	0	DRIF	12	""	
BX	L	1e-006	HKICK	9	""	
BX	KICK	1e-009	HKICK	9	""	
BX	TILT	0	HKICK	9	""	
BX	B2	0	HKICK	9	""	
BX	CALIBRATION	1	HKICK	9	""	
BX	EDGE_EFFECTS	0	HKICK	9	""	
BX	ORDER	0	HKICK	9	""	
BX	STEERING	1	HKICK	9	""	
APERTURE	L	0	ECOL	43	""	
APERTURE	X_MAX	0.02	ECOL	43	""	
APERTURE	Y_MAX	0.012	ECOL	43	""	
APERTURE	DX	0	ECOL	43	""	
APERTURE	DY	0	ECOL	43	""	
APERTURE	EXPONENT	2	ECOL	43	""	
BDMAG	L	1.3	CSBEND	12	""	
BDMAG	ANGLE	0.146452	CSBEND	12	""	
BDMAG	K1	-0.555089	CSBEND	12	""	
BDMAG	K2	-4.1	CSBEND	12	""	
BDMAG	K3	0	CSBEND	12	""	
BDMAG	K4	0	CSBEND	12	""	
BDMAG	K5	0	CSBEND	12	""	
BDMAG	K6	0	CSBEND	12	""	
BDMAG	K7	0	CSBEND	12	""	
BDMAG	K8	0	CSBEND	12	""	
BDMAG	E1	0.073226	CSBEND	12	""	
BDMAG	E2	0.073226	CSBEND	12	""	
BDMAG	TILT	0	CSBEND	12	""	
BDMAG	H1	0	CSBEND	12	""	
BDMAG	H2	0	CSBEND	12	""	
BDMAG	HGAP	0	CSBEND	12	""	
BDMAG	FINT	0.5	CSBEND	12	""	
BDMAG	DX	0	CSBEND	12	""	
BDMAG	DY	0	CSBEND	12	""	
BDMAG	DZ	0	CSBEND	12	""	
BDMAG	FSE	0	CSBEND	12	""	
BDMAG	ETILT	0	CSBEND	12	""	
BDMAG	N_KICKS	25	CSBEND	12	""	
